index,ubi,y_aftertax_base,n_base,n_reform,c_base,c_reform,y_diff,n_diff,c_diff,elasticity,elasticity_display,y_diff_pct,n_diff_pct,c_diff_pct,ubi_print
0,4249.432602053666,78202.46118226221,0.33046799047853853,0.3212543178349705,0.43598178277233085,0.4517371162345108,0.054338860156200784,-0.02788068106150332,0.03613759584630949,-0.5130891774571346,-0.51,5.43,-2.79,3.61,4249.0
