age,y_aftertax_base,ubi,n_base,n_reform,lifetime_income_group,lifetime_income_pop_share,age_pop_share,pop_share,y_diff,n_diff,elasticity,elasticity_display,y_diff_pct,n_diff_pct,ubi_print,pop_share_w,ubi_w,y_aftertax_base_w,n_base_w,n_reform_w,age_pop_share_ws,ubi_ws,y_aftertax_base_ws,n_base_ws,n_reform_ws,lifetime_income_pop_share_wj,ubi_wj,y_aftertax_base_wj,n_base_wj,n_reform_wj
22,28129.861052358403,2344.581688733268,0.2833269965271308,0.27316908326161343,70-80%,0.1,0.015876030418114154,0.0015876030418114154,0.08334849874904372,-0.035852260427095106,-0.43014884449261237,-0.43,8.33,-3.59,2345.0,0.0015876030418114154,3.7222650208082815,44.659052972456664,0.00044981080151376517,0.00043368406751497326,0.015876030418114154,37.22265020808281,446.59052972456664,0.004498108015137651,0.004336840675149733,0.1,234.45816887332683,2812.9861052358406,0.02833269965271308,0.027316908326161345
22,32228.198961664093,2403.1514302755922,0.2817787619821231,0.2722782175534297,80-90%,0.1,0.015876030418114154,0.0015876030418114154,0.07456673061793417,-0.033716325396078495,-0.4521631177426106,-0.45,7.46,-3.37,2403.0,0.0015876030418114154,3.8152505206389837,51.16558670364141,0.00044735281964067346,0.0004322697264068153,0.015876030418114154,38.15250520638984,511.6558670364141,0.004473528196406735,0.004322697264068153,0.1,240.31514302755923,3222.8198961664093,0.028177876198212312,0.027227821755342968
22,44416.95721100794,2448.4044237887742,0.2841618834775949,0.2767805917483729,90-99%,0.09,0.015876030418114154,0.0014288427376302737,0.05512319117577873,-0.02597565739250185,-0.47122920205526164,-0.47,5.51,-2.6,2448.0,0.0014288427376302737,3.4983848797124253,63.46484673858331,0.00040602264351830155,0.0003954759384366723,0.015876030418114154,38.870943107915835,705.1649637620368,0.004511362705758907,0.004394177093740803,0.09,220.35639814098968,3997.5261489907143,0.02557456951298354,0.02491025325735356
22,92960.39837234607,2650.6323621253487,0.2750037558167558,0.27151153105025444,Top 1%,0.01,0.015876030418114154,0.00015876030418114154,0.02851356500763298,-0.012698825716505269,-0.44536085589809055,-0.45,2.85,-1.27,2651.0,0.00015876030418114154,0.42081520008339807,14.758421122393758,4.3659679924424525e-05,4.3105253258225855e-05,0.015876030418114154,42.08152000833981,1475.8421122393756,0.004365967992442452,0.004310525325822585,0.01,26.506323621253486,929.6039837234607,0.002750037558167558,0.0027151153105025444
23,33958.93380634056,2192.598012525505,0.3607687476601809,0.34939507174716794,0-25%,0.25,0.015960523299374137,0.003990130824843534,0.06456616173609431,-0.03152622278614381,-0.4882777903850487,-0.49,6.46,-3.15,2193.0,0.003990130824843534,8.748752916268687,135.50058855950064,0.0014395145006790865,0.001394132045826793,0.015960523299374137,34.99501166507475,542.0023542380026,0.005758058002716346,0.005576528183307172,0.25,548.1495031313763,8489.73345158514,0.09019218691504523,0.08734876793679199
23,27123.880226035388,2199.6411886025653,0.33298172975700435,0.32084692188196884,25-50%,0.25,0.015960523299374137,0.003990130824843534,0.08109611052223997,-0.036442863948994986,-0.4493786904737042,-0.45,8.11,-3.64,2200.0,0.003990130824843534,8.776856110238565,108.22783057926782,0.0013286406640131427,0.0012802211930574093,0.015960523299374137,35.10742444095426,432.91132231707127,0.005314562656052571,0.005120884772229637,0.25,549.9102971506413,6780.970056508847,0.08324543243925109,0.08021173047049221
23,28776.55967677279,2213.858528343935,0.3199264943536492,0.3083895871711874,50-70%,0.2,0.015960523299374137,0.003192104659874828,0.07693270332557742,-0.03606111836961157,-0.46873587968177527,-0.47,7.69,-3.61,2214.0,0.003192104659874828,7.066868124630304,91.8577902393925,0.0010212388534437014,0.0009844118382660218,0.015960523299374137,35.33434062315152,459.28895119696244,0.0051061942672185065,0.004922059191330108,0.2,442.77170566878704,5755.311935354559,0.06398529887072985,0.061677917434237485
23,32101.39503480818,2209.3107463204524,0.31492882700552993,0.30433547864111016,70-80%,0.1,0.015960523299374137,0.001596052329937414,0.06882288897179867,-0.03363727755615642,-0.4887513160038931,-0.49,6.88,-3.36,2209.0,0.001596052329937414,3.526175564220525,51.23550633954693,0.0005026428881066328,0.00048573534976776195,0.015960523299374137,35.261755642205244,512.3550633954692,0.005026428881066328,0.004857353497677619,0.1,220.93107463204524,3210.1395034808183,0.031492882700553,0.030433547864111017
23,37079.571606941114,2145.7197343383323,0.3128339822983654,0.3031240458091869,80-90%,0.1,0.015960523299374137,0.001596052329937414,0.05786797531222459,-0.031038624441757867,-0.5363696288714108,-0.54,5.79,-3.1,2146.0,0.001596052329937414,3.424680981383384,59.18093665633954,0.0004992994063309058,0.0004838018395738081,0.015960523299374137,34.246809813833835,591.8093665633953,0.004992994063309057,0.004838018395738081,0.1,214.57197343383325,3707.9571606941117,0.03128339822983654,0.03031240458091869
23,50546.084616550244,1809.5069090558982,0.3126920440172548,0.30531765489073076,90-99%,0.09,0.015960523299374137,0.0014364470969436723,0.03579915086960887,-0.023583552148570552,-0.6587740651857594,-0.66,3.58,-2.36,1810.0,0.0014364470969436723,2.5992609464128624,72.60677650931281,0.00044916557886596863,0.0004385726590134402,0.015960523299374137,28.88067718236514,806.7419612145868,0.004990728654066319,0.004873029544593781,0.09,162.85562181503084,4549.147615489522,0.02814228396155293,0.027478588940165766
23,110310.19160014954,23.818984710777993,0.30132622274727,0.29808694872075825,Top 1%,0.01,0.015960523299374137,0.00015960523299374138,0.0002159273260726138,-0.010750056855252876,-49.78553224726063,-49.79,0.02,-1.08,24.0,0.00015960523299374138,0.0038016346044380854,17.60608383192612,4.809324198870204e-05,4.757623690297006e-05,0.015960523299374137,0.3801634604438085,1760.608383192612,0.004809324198870204,0.004757623690297006,0.01,0.23818984710777993,1103.1019160014955,0.0030132622274727,0.0029808694872075826
24,32757.732235363615,2685.2002867401375,0.33993176029252875,0.32859076553580907,0-25%,0.25,0.016049815226255926,0.004012453806563981,0.08197149507930006,-0.033362562965461584,-0.4070020064070602,-0.41,8.2,-3.34,2685.0,0.004012453806563981,10.77424211191716,131.43888740218839,0.0013639604855577518,0.00131845526797593,0.016049815226255926,43.09696844766864,525.7555496087535,0.005455841942231007,0.00527382107190372,0.25,671.3000716850344,8189.433058840904,0.08498294007313219,0.08214769138395227
24,27439.329859086647,2718.901863811964,0.3171847714991528,0.3052658253928621,25-50%,0.25,0.016049815226255926,0.004012453806563981,0.09908776481695265,-0.03757729619223704,-0.37923245379138926,-0.38,9.91,-3.76,2719.0,0.004012453806563981,10.90946813312622,110.09904354265693,0.0012726892437859023,0.0012248650231114853,0.016049815226255926,43.63787253250488,440.3961741706277,0.005090756975143609,0.004899460092445941,0.25,679.725465952991,6859.832464771662,0.0792961928747882,0.07631645634821553
24,29785.86533520609,2717.6848817262653,0.3067758097401758,0.2956116132799415,50-70%,0.2,0.016049815226255926,0.0032099630452511853,0.09124075635009452,-0.036392036483221535,-0.39885724251982085,-0.4,9.12,-3.64,2718.0,0.0032099630452511853,8.72366803897915,95.61152699683986,0.000984739012442973,0.0009489023543756968,0.016049815226255926,43.61834019489575,478.05763498419924,0.004923695062214865,0.004744511771878484,0.2,543.536976345253,5957.173067041218,0.06135516194803517,0.0591223226559883
24,33506.57575787023,2658.9966511166404,0.30250912469896163,0.2924110821287045,70-80%,0.1,0.016049815226255926,0.0016049815226255927,0.07935745718486553,-0.033380951997088015,-0.4206403932440288,-0.42,7.94,-3.34,2659.0,0.0016049815226255927,4.267640493765537,53.777434977836336,0.0004855215555674747,0.00046931438382752535,0.016049815226255926,42.67640493765537,537.7743497783633,0.004855215555674747,0.004693143838275253,0.1,265.89966511166404,3350.6575757870232,0.030250912469896165,0.02924110821287045
24,38695.29921955899,2510.7243199199775,0.30028217456926964,0.29117025573324057,80-90%,0.1,0.016049815226255926,0.0016049815226255927,0.06488447874957645,-0.03034452127935794,-0.46766995534438227,-0.47,6.49,-3.03,2511.0,0.0016049815226255927,4.029666141878271,62.10524025986069,0.0004819473417575104,0.00046732288039001967,0.016049815226255926,40.296661418782705,621.0524025986069,0.004819473417575104,0.004673228803900196,0.1,251.07243199199775,3869.529921955899,0.030028217456926964,0.02911702557332406
24,51359.46382395187,2096.443968880791,0.2981420641031895,0.2912866445121252,90-99%,0.09,0.016049815226255926,0.0014444833703630333,0.04081903923426667,-0.02299380200403911,-0.5633107107708779,-0.56,4.08,-2.3,2096.0,0.0014444833703630333,3.0282784499461792,74.18789140446027,0.0004306612536027667,0.0004207587140066134,0.016049815226255926,33.64753833273532,824.309904494003,0.004785125040030741,0.004675096822295705,0.09,188.6799571992712,4622.351744155668,0.026832785769287052,0.02621579800609127
24,111569.25890580559,2243.331820926013,0.2873154707403666,0.2841256426559715,Top 1%,0.01,0.016049815226255926,0.00016049815226255927,0.02010707826624525,-0.011102180039854526,-0.5521528236398376,-0.55,2.01,-1.11,2243.0,0.00016049815226255927,0.36005061217042755,17.906659903684883,4.611360217027625e-05,4.560164065669562e-05,0.016049815226255926,36.00506121704275,1790.665990368488,0.004611360217027625,0.004560164065669562,0.01,22.43331820926013,1115.692589058056,0.002873154707403666,0.002841256426559715
25,33231.025491214554,2423.302475465081,0.34722044218276144,0.3351316497376016,0-25%,0.25,0.01613956324531976,0.00403489081132994,0.072922891774909,-0.034815900726250515,-0.47743444999022683,-0.48,7.29,-3.48,2423.0,0.00403489081132994,9.777760891327153,134.0835594055726,0.0014009965716691429,0.0013522196141120928,0.01613956324531976,39.11104356530861,536.3342376222904,0.005603986286676571,0.005408878456448371,0.25,605.8256188662702,8307.756372803638,0.08680511054569036,0.0837829124344004
25,28975.77246514274,2427.2740278891183,0.3273560591691197,0.31500029706509775,25-50%,0.25,0.01613956324531976,0.00403489081132994,0.08376908780634162,-0.037744106937818045,-0.45057321174459153,-0.45,8.38,-3.77,2427.0,0.00403489081132994,9.793785671709616,116.91407807079153,0.0013208459551746613,0.0012709918041941643,0.01613956324531976,39.17514268683846,467.65631228316613,0.005283383820698645,0.005083967216776657,0.25,606.8185069722796,7243.943116285685,0.08183901479227992,0.07875007426627444
25,32193.859940520433,2417.2594155899833,0.3183441622271923,0.30696699958158963,50-70%,0.2,0.01613956324531976,0.003227912649063952,0.07508448567695752,-0.03573856220891891,-0.47597798515501616,-0.48,7.51,-3.57,2417.0,0.003227912649063952,7.802702243651844,103.91896772419916,0.0010275871480088209,0.000990862660794622,0.01613956324531976,39.01351121825922,519.5948386209958,0.005137935740044104,0.00495431330397311,0.2,483.45188311799666,6438.771988104087,0.06366883244543846,0.061393399916317926
25,36594.38184680638,2361.754951342048,0.31429642881290726,0.3041262034072029,70-80%,0.1,0.01613956324531976,0.001613956324531976,0.06453873059610543,-0.03235870494652804,-0.5013842796046676,-0.5,6.45,-3.24,2362.0,0.001613956324531976,3.811769340713208,59.061734023991285,0.0005072607090604057,0.0004908464094449534,0.01613956324531976,38.11769340713208,590.6173402399129,0.005072607090604056,0.004908464094449534,0.1,236.17549513420482,3659.4381846806377,0.03142964288129073,0.030412620340720294
25,42375.583937998876,2247.679910834957,0.311724944118565,0.30261223408444166,80-90%,0.1,0.01613956324531976,0.001613956324531976,0.053041862836005094,-0.02923317561220673,-0.5511340297868101,-0.55,5.3,-2.92,2248.0,0.001613956324531976,3.6276572076155467,68.39234170246891,0.0005031104450745348,0.0004884029290813354,0.01613956324531976,36.27657207615547,683.923417024689,0.005031104450745348,0.004884029290813354,0.1,224.7679910834957,4237.558393799888,0.031172494411856502,0.030261223408444168
25,55293.73295731491,1948.0034995488966,0.30786180850111344,0.3009469084570265,90-99%,0.09,0.01613956324531976,0.0014525606920787783,0.03523009562499056,-0.02246105185230196,-0.6375529629947742,-0.64,3.52,-2.25,1948.0,0.0014525606920787783,2.829593311476627,80.3175030120965,0.00044718796162100167,0.0004371436496273071,0.01613956324531976,31.43992568307364,892.4167001344056,0.004968755129122241,0.004857151662525636,0.09,175.3203149594007,4976.435966158342,0.02770756276510021,0.027085221761132382
25,121042.2118210495,1004.4265756592299,0.2961603059316975,0.2931868672194169,Top 1%,0.01,0.01613956324531976,0.0001613956324531976,0.008298151203186771,-0.01003996367077753,-1.2099036791378113,-1.21,0.83,-1.0,1004.0,0.0001613956324531976,0.16211006243132095,19.535684330392197,4.779897988337881e-05,4.731907986184946e-05,0.01613956324531976,16.211006243132093,1953.5684330392194,0.004779897988337881,0.004731907986184946,0.01,10.0442657565923,1210.422118210495,0.002961603059316975,0.002931868672194169
26,33452.16724154602,2721.451260076704,0.3505661326248397,0.3376955477509178,0-25%,0.25,0.0162270322311181,0.004056758057779525,0.0813535111320617,-0.03671371440690596,-0.45128616941078725,-0.45,8.14,-3.67,2721.0,0.004056758057779525,11.04026932817041,135.70734900733007,0.001422161983310424,0.0013699491344148062,0.0162270322311181,44.16107731268164,542.8293960293203,0.005688647933241696,0.005479796537659225,0.25,680.362815019176,8363.041810386505,0.08764153315620993,0.08442388693772945
26,30307.10439513646,2665.036198793237,0.3335944790935948,0.3207224178836913,25-50%,0.25,0.0162270322311181,0.004056758057779525,0.08793437222003002,-0.038585953954867525,-0.43880399644313683,-0.44,8.79,-3.86,2665.0,0.004056758057779525,10.81140707372858,122.94858996293509,0.001353312091093704,0.0013010932530601968,0.0162270322311181,43.24562829491432,491.79435985174035,0.005413248364374816,0.005204373012240787,0.25,666.2590496983092,7576.776098784115,0.0833986197733987,0.08018060447092283
26,34421.6194698152,2709.862232501093,0.3258030704343906,0.31412407756400645,50-70%,0.2,0.0162270322311181,0.00324540644622362,0.07872558799499277,-0.03584678577403411,-0.4553384317220227,-0.46,7.87,-3.58,2710.0,0.00324540644622362,8.794604357736976,111.71214571679472,0.0010573633849872194,0.001019460306240275,0.0162270322311181,43.97302178868488,558.5607285839736,0.005286816924936097,0.005097301531201375,0.2,541.9724465002186,6884.323893963041,0.06516061408687812,0.0628248155128013
26,39521.16506364446,2732.4003667020647,0.32189811248308237,0.311553467894043,70-80%,0.1,0.0162270322311181,0.00162270322311181,0.0691376471898497,-0.032136394057244,-0.46481758294433306,-0.46,6.91,-3.21,2732.0,0.00162270322311181,4.433874881879332,64.13112192990972,0.0005223451046399057,0.0005055588165233253,0.0162270322311181,44.33874881879332,641.3112192990973,0.005223451046399057,0.005055588165233253,0.1,273.2400366702065,3952.116506364446,0.03218981124830824,0.0311553467894043
26,45898.198139263885,2741.4897480418813,0.31897114554342393,0.3097423174567162,80-90%,0.1,0.0162270322311181,0.00162270322311181,0.059729790257205276,-0.02893311265188192,-0.48440003769127055,-0.48,5.97,-2.89,2741.0,0.00162270322311181,4.448624250275545,74.47915405560798,0.0005175955059529803,0.0005026198568711349,0.0162270322311181,44.486242502755445,744.7915405560798,0.005175955059529802,0.005026198568711348,0.1,274.14897480418813,4589.819813926389,0.031897114554342396,0.030974231745671623
26,59146.506439289835,2780.2208927314477,0.3136620707826729,0.30655727186934695,90-99%,0.09,0.0162270322311181,0.001460432900800629,0.04700566542480695,-0.02265112544719705,-0.48188075293671007,-0.48,4.7,-2.27,2780.0,0.001460432900800629,4.0603260632383025,86.37950397135513,0.0004580824079042712,0.00044770632581767744,0.0162270322311181,45.11473403598114,959.7722663483903,0.00508980453226968,0.004974514731307527,0.09,250.2198803458303,5323.185579536085,0.028229586370440558,0.027590154468241226
26,131444.71924762972,4192.194169114372,0.30078208534893697,0.2975118305562822,Top 1%,0.01,0.0162270322311181,0.000162270322311181,0.03189321102521179,-0.010872505218723183,-0.3409034358480994,-0.34,3.19,-1.09,4192.0,0.000162270322311181,0.6802686990132428,21.329576958415572,4.880800593500115e-05,4.8277340635757386e-05,0.0162270322311181,68.02686990132428,2132.957695841557,0.004880800593500115,0.004827734063575738,0.01,41.92194169114372,1314.4471924762972,0.00300782085348937,0.002975118305562822
27,33404.82421676531,2951.715507127198,0.35134322079279257,0.33802432984419756,0-25%,0.25,0.016306851401952243,0.004076712850488061,0.0883619529913821,-0.037908489933408784,-0.4290137174435923,-0.43,8.84,-3.79,2952.0,0.004076712850488061,12.033296538890331,136.1818761527819,0.0014323254231378415,0.001378028129253455,0.016306851401952243,48.133186155561326,544.7275046111276,0.005729301692551366,0.00551211251701382,0.25,737.9288767817995,8351.206054191327,0.08783580519819814,0.08450608246104939
27,31405.979792578997,2923.9899421041137,0.33716028127029524,0.3240275688004755,25-50%,0.25,0.016306851401952243,0.004076712850488061,0.09310296833328,-0.03895094766305374,-0.4183641870968208,-0.42,9.31,-3.9,2924.0,0.004076712850488061,11.920267371673681,128.03316140257516,0.0013745056513287815,0.0013209673536413028,0.016306851401952243,47.681069486694724,512.1326456103006,0.005498022605315126,0.005283869414565211,0.25,730.9974855260284,7851.494948144749,0.08429007031757381,0.08100689220011888
27,36401.94729399225,2899.8622835884034,0.33037714848238614,0.31867434084731494,50-70%,0.2,0.016306851401952243,0.0032613702803904487,0.07966228455220566,-0.03542256989876258,-0.44465922736058183,-0.44,7.97,-3.54,2900.0,0.0032613702803904487,9.457524668920398,118.72022905296583,0.0010774822133805967,0.001039315024362449,0.016306851401952243,47.28762334460199,593.6011452648291,0.005387411066902983,0.0051965751218122445,0.2,579.9724567176808,7280.3894587984505,0.06607542969647723,0.06373486816946299
27,42194.1209456165,2789.537242794586,0.326522095118695,0.3163347457154064,70-80%,0.1,0.016306851401952243,0.0016306851401952243,0.06611198859646791,-0.03119957134779927,-0.4719200255529166,-0.47,6.61,-3.12,2790.0,0.0016306851401952243,4.548856929846289,68.8053260296169,0.0005324547284554675,0.000515842369165548,0.016306851401952243,45.488569298462885,688.0532602961689,0.005324547284554676,0.005158423691655481,0.1,278.9537242794586,4219.4120945616505,0.0326522095118695,0.031633474571540636
27,49155.745701683,2589.9686993703567,0.32321002627767664,0.31427495399877076,80-90%,0.1,0.016306851401952243,0.0016306851401952243,0.05268903283633191,-0.027644786833529666,-0.52467819858077,-0.52,5.27,-2.76,2590.0,0.0016306851401952243,4.223423471633993,80.15754407094974,0.0005270537870131153,0.0005124834974213332,0.016306851401952243,42.23423471633993,801.5754407094973,0.0052705378701311525,0.0051248349742133315,0.1,258.9968699370357,4915.574570168301,0.032321002627767666,0.031427495399877076
27,62824.05913202243,2111.3154141371633,0.31664529891544835,0.3099095819687306,90-99%,0.09,0.016306851401952243,0.0014676166261757017,0.03360679719373612,-0.021272120476092615,-0.6329707753304581,-0.63,3.36,-2.13,2111.0,0.0014676166261757017,3.098601604888738,92.20163370600153,0.0004647139052886869,0.00045482845510847044,0.016306851401952243,34.428906720985985,1024.4625967333504,0.005163487836540966,0.005053649501205228,0.09,190.01838727234468,5654.165321882018,0.02849807690239035,0.02789186237718575
27,143194.64874066805,-473.47519103155736,0.3019155754209334,0.2996232607090951,Top 1%,0.01,0.016306851401952243,0.00016306851401952244,-0.003306514560394238,-0.0075925685802804566,2.2962453186279603,2.3,-0.33,-0.76,-473.0,0.00016306851401952244,-0.07720889582662557,23.35053858568822,4.923292424324066e-05,4.88591198895161e-05,0.016306851401952243,-7.720889582662557,2335.053858568822,0.004923292424324066,0.0048859119889516104,0.01,-4.734751910315573,1431.9464874066805,0.003019155754209334,0.0029962326070909514
28,33645.771424832434,3198.204972761408,0.35316325949334587,0.33916396030598756,0-25%,0.25,0.016377951108941965,0.004094487777235491,0.09505518338036846,-0.03963973831094991,-0.41701816672457886,-0.42,9.51,-3.96,3198.0,0.004094487777235491,13.095011170065352,137.76219985463555,0.0014460226493641507,0.0013887026899516493,0.016377951108941965,52.380044680261406,551.0487994185422,0.005784090597456603,0.005554810759806597,0.25,799.551243190352,8411.442856208108,0.08829081487333647,0.08479099007649689
28,32763.173393405166,3156.87934215886,0.34140256709724853,0.32779995308782595,25-50%,0.25,0.016377951108941965,0.004094487777235491,0.09635450462177457,-0.039843326677587276,-0.4135076697657924,-0.41,9.64,-3.98,3157.0,0.004094487777235491,12.92580388067667,134.1484130027445,0.0013978686380965038,0.0013421729012964708,0.016377951108941965,51.70321552270668,536.593652010978,0.005591474552386015,0.005368691605185883,0.25,789.219835539715,8190.793348351292,0.08535064177431213,0.08194998827195649
28,38753.283531550886,3210.5638782501983,0.3353627325910427,0.3234028369875591,50-70%,0.2,0.016377951108941965,0.0032755902217883933,0.08284624129040126,-0.035662566055209455,-0.4304669167814303,-0.43,8.28,-3.57,3211.0,0.0032755902217883933,10.516491646023372,126.93987659814125,0.0010985108876274553,0.0010593351705350744,0.016377951108941965,52.58245823011685,634.6993829907062,0.005492554438137276,0.005296675852675371,0.2,642.1127756500397,7750.6567063101775,0.06707254651820854,0.06468056739751182
28,45368.280158546964,3188.369521199868,0.3314661630317964,0.32116189452544913,70-80%,0.1,0.016377951108941965,0.0016377951108941967,0.07027750468075014,-0.03108693934879503,-0.4423455199500007,-0.44,7.03,-3.11,3188.0,0.0016377951108941967,5.221896013545214,74.30394743334641,0.0005428736612403349,0.0005259973806592983,0.016377951108941965,52.218960135452136,743.039474333464,0.005428736612403348,0.005259973806592982,0.1,318.8369521199868,4536.828015854697,0.03314661630317964,0.032116189452544915
28,53038.115878167686,3102.249574651895,0.3277739984925147,0.31880635488105924,80-90%,0.1,0.016377951108941965,0.0016377951108941967,0.058490946054305215,-0.027359228165440563,-0.46775150704588053,-0.47,5.85,-2.74,3102.0,0.0016377951108941967,5.080849186138474,86.86556687630289,0.0005368266522092824,0.000522139489346199,0.016377951108941965,50.80849186138474,868.6556687630289,0.005368266522092823,0.00522139489346199,0.1,310.2249574651895,5303.811587816769,0.03277739984925147,0.03188063548810593
28,67390.73412711687,2858.752535781905,0.32020779876934957,0.3134548982780537,90-99%,0.09,0.016377951108941965,0.0014740155998047768,0.042420557852798225,-0.0210891193695133,-0.49714384810057793,-0.5,4.24,-2.11,2859.0,0.0014740155998047768,4.213845833723991,99.33499338566641,0.00047199129056517007,0.0004620374098970706,0.016377951108941965,46.8205092635999,1103.722148729627,0.005244347672946334,0.00513374899885634,0.09,257.28772822037143,6065.166071440518,0.02881870188924146,0.028210940845024828
28,156427.46129835432,899.276025491769,0.30354180468105396,0.3015215183100444,Top 1%,0.01,0.016377951108941965,0.00016377951108941964,0.0057488373078981225,-0.006655710481567323,-1.157748971678722,-1.16,0.57,-0.67,899.0,0.00016377951108941964,0.1472829877894784,25.619613132403583,4.971392836586313e-05,4.938304685175857e-05,0.016377951108941965,14.72829877894784,2561.9613132403583,0.004971392836586313,0.004938304685175857,0.01,8.992760254917691,1564.2746129835432,0.0030354180468105396,0.0030152151831004444
